,X,date.dd.mm.yy.,bd_liz_id,MR_O2_min,marker_sample,FMS,time_in_chamber,Geno.pheno,Date.Hatched,Phenotypic.Sex,Genotypic.Sex,mass,svl_mm,match,Final_MR_O2_min
359,509,15/3/21,462,0.405684047,19250,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.006241293
360,510,15/3/21,462,0.400923339,23450,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.006168051
361,511,15/3/21,462,0.41103275,27650,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.006323581
362,512,15/3/21,462,0.38904134,31850,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.005985251
363,513,15/3/21,462,0.560499984,35960,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.008623077
364,514,15/3/21,462,1.021080722,40160,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.015708934
365,515,15/3/21,462,1.142902974,44360,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.017583123
366,516,15/3/21,462,1.06541622,48400,1,65,XX_Male,6/2/21,Male,XX,0.591,28,Data_03-16-2021_Bassiana.exp.6,0.016391019
367,521,15/3/21,464,0.233246364,9800,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.003588406
368,522,15/3/21,464,0.272824818,13830,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.004197305
369,523,15/3/21,464,0.265893846,18050,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.004090675
370,524,15/3/21,464,0.25282695,22250,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.003889645
371,525,15/3/21,464,0.260756471,26450,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.004011638
372,526,15/3/21,464,0.251786816,30650,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.003873643
373,527,15/3/21,464,0.262263971,34760,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.00403483
374,528,15/3/21,464,0.263693823,38960,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.004056828
375,529,15/3/21,464,0.300035092,43160,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.004615924
376,530,15/3/21,464,0.363405603,47200,2,65,XX_Female,6/2/21,Female,XX,0.556,26,Data_03-16-2021_Bassiana_Mux2.exp.4,0.005590855
377,535,15/3/21,469,0.351278825,10400,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.00540429
378,536,15/3/21,469,0.448435253,14430,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.006899004
379,537,15/3/21,469,0.429487151,18650,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.006607495
380,538,15/3/21,469,0.426766597,22850,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.00656564
381,539,15/3/21,469,0.43893028,27050,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.006752774
382,540,15/3/21,469,0.415969278,31250,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.006399527
383,541,15/3/21,469,0.41514505,35360,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.006386847
384,542,15/3/21,469,0.428607347,39560,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.006593959
385,543,15/3/21,469,0.41413135,43760,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.006371252
386,544,15/3/21,469,0.556366704,47800,1,65,XX_Female,6/2/21,Female,XX,0.556,28,Data_03-16-2021_Bassiana.exp.5,0.008559488
387,549,15/3/21,476,0.341091438,12200,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.005247561
388,550,15/3/21,476,0.305932811,16250,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.004706659
389,551,15/3/21,476,0.378059589,20450,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.005816301
390,552,15/3/21,476,0.30996435,24650,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.004768682
391,553,15/3/21,476,0.33873211,28850,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.005211263
392,554,15/3/21,476,0.363565414,33050,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.005593314
393,555,15/3/21,476,0.351701986,37160,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.0054108
394,556,15/3/21,476,0.362770544,41360,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.005581085
395,557,15/3/21,476,0.381357609,45560,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.00586704
396,558,15/3/21,476,0.372898413,49600,2,65,XX_Female,2/2/21,Female,XX,0.595,27,Data_03-16-2021_Bassiana_Mux2.exp.8,0.005736899
397,563,15/3/21,478,0.326870899,10400,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.005028783
398,564,15/3/21,478,0.345506844,14430,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.00531549
399,565,15/3/21,478,0.336734517,18650,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.005180531
400,566,15/3/21,478,0.339490934,22850,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.005222937
401,567,15/3/21,478,0.34030818,27050,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.00523551
402,568,15/3/21,478,0.332363169,31250,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.00511328
403,569,15/3/21,478,0.315651446,35360,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.004856176
404,570,15/3/21,478,0.32341006,39560,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.004975539
405,571,15/3/21,478,0.331420785,43760,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.005098781
406,572,15/3/21,478,0.333112346,47800,2,65,XX_Female,2/2/21,Female,XX,0.567,30,Data_03-16-2021_Bassiana_Mux2.exp.5,0.005124805
407,577,22/4/21,416,1.609687059,10400,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.024764416
408,578,22/4/21,416,1.335958017,14430,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.0205532
409,579,22/4/21,416,1.166542857,18650,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.017946813
410,580,22/4/21,416,1.087290297,22850,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.016727543
411,581,22/4/21,416,1.072982376,27050,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.016507421
412,582,22/4/21,416,1.019766331,31250,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.015688713
413,583,22/4/21,416,0.990372564,35360,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.015236501
414,584,22/4/21,416,1.039413515,39560,2,65,XX_Male,7/2/21,Male,XX,0.944,31,Data_04-23-2021_Bassiana_Mux2.exp.5,0.015990977
415,589,22/4/21,420,1.052609228,12200,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.016193988
416,590,22/4/21,420,1.02694008,16250,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.015799078
417,591,22/4/21,420,0.97182549,20450,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.014951161
418,592,22/4/21,420,0.958830127,24650,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.014751233
419,593,22/4/21,420,0.916911266,28850,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.014106327
420,594,22/4/21,420,0.897336966,33050,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.013805184
421,595,22/4/21,420,0.867339397,37160,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.013343683
422,596,22/4/21,420,0.847745424,41360,1,65,XY_Male,6/2/21,Male,XY,0.798,31,Data_04-23-2021_Bassiana.exp.8,0.013042237
423,601,22/4/21,422,1.380035211,11000,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.021231311
424,602,22/4/21,422,1.237916478,15030,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.019044869
425,603,22/4/21,422,1.104474644,19250,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.016991918
426,604,22/4/21,422,1.002167546,23450,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.015417962
427,605,22/4/21,422,0.998477259,27650,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.015361189
428,606,22/4/21,422,1.039326229,31850,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.015989634
429,607,22/4/21,422,1.015982681,35960,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.015630503
430,608,22/4/21,422,0.932802196,40160,2,65,XX_Male,6/2/21,Male,XX,0.94,33,Data_04-23-2021_Bassiana_Mux2.exp.6,0.014350803
431,613,22/4/21,423,1.944764372,9800,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.029919452
432,614,22/4/21,423,1.743714857,13830,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.026826382
433,615,22/4/21,423,1.521047081,18050,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.023400724
434,616,22/4/21,423,1.357091254,22250,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.020878327
435,617,22/4/21,423,1.266837299,26450,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.019489805
436,618,22/4/21,423,1.212343034,30650,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.018651431
437,619,22/4/21,423,1.168409586,34760,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.017975532
438,620,22/4/21,423,1.149992788,38960,1,65,XX_Female,6/2/21,Female,XX,0.95,33,Data_04-23-2021_Bassiana.exp.4,0.017692197
439,625,22/4/21,428,1.461034223,8600,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.02247745
440,626,22/4/21,428,1.379427374,12630,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.02122196
441,627,22/4/21,428,1.286700119,16850,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.019795386
442,628,22/4/21,428,1.174470626,21050,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.018068779
443,629,22/4/21,428,1.080290525,25250,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.016619854
444,630,22/4/21,428,1.031543536,29450,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.015869901
445,631,22/4/21,428,1.036095213,33560,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.015939926
446,632,22/4/21,428,0.985475199,37760,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.015161157
447,633,22/4/21,428,1.297823831,41960,2,65,XY_Male,1/2/21,Male,XY,0.889,29,Data_04-23-2021_Bassiana_Mux2.exp.2,0.01996652
448,638,22/4/21,459,1.194197182,9200,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.018372264
449,639,22/4/21,459,1.015021209,13230,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.015615711
450,640,22/4/21,459,0.922191565,17450,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.014187563
451,641,22/4/21,459,0.892512143,21650,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.013730956
452,642,22/4/21,459,0.836495171,25850,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.012869156
453,643,22/4/21,459,0.855395591,30050,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.013159932
454,644,22/4/21,459,0.813765827,34160,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.012519474
455,645,22/4/21,459,0.805518866,38360,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.012392598
456,646,22/4/21,459,0.787340929,42560,2,65,XX_Male,6/2/21,Male,XX,0.696,32,Data_04-23-2021_Bassiana_Mux2.exp.3,0.012112937
457,651,22/4/21,461,0.598042174,8600,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.009200649
458,652,22/4/21,461,0.540236701,12630,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.008311334
459,653,22/4/21,461,0.503085159,16850,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.007739772
460,654,22/4/21,461,0.485516172,21050,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.00746948
461,655,22/4/21,461,0.449206718,25250,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.006910873
462,656,22/4/21,461,0.423901421,29450,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.00652156
463,657,22/4/21,461,0.422022152,33560,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.006492648
464,658,22/4/21,461,0.394084757,37760,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.006062842
465,659,22/4/21,461,0.385911981,41960,1,65,XY_Male,6/2/21,Male,XY,0.719,32,Data_04-23-2021_Bassiana.exp.2,0.005937107
466,664,22/4/21,464,1.610707697,9200,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.024780118
467,665,22/4/21,464,1.368787658,13230,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.021058272
468,666,22/4/21,464,1.540442363,17450,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.023699113
469,667,22/4/21,464,1.470069896,21650,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.02261646
470,668,22/4/21,464,2.007647331,25850,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.030886882
471,669,22/4/21,464,2.018154736,30050,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.031048534
472,670,22/4/21,464,1.84920244,34160,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.028449268
473,671,22/4/21,464,1.510602878,38360,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.023240044
474,672,22/4/21,464,1.558837973,42560,1,65,XX_Female,6/2/21,Female,XX,0.728,33,Data_04-23-2021_Bassiana.exp.3,0.023982123
475,677,22/4/21,465,1.457044695,11600,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.022416072
476,678,22/4/21,465,1.372949099,15650,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.021122294
477,679,22/4/21,465,1.306155764,19850,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.020094704
478,680,22/4/21,465,1.271409201,24050,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.019560142
479,681,22/4/21,465,1.245888098,28250,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.019167509
480,682,22/4/21,465,1.20727255,32450,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.018573424
481,683,22/4/21,465,1.154923343,36560,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.017768051
482,684,22/4/21,465,1.079732219,40760,2,65,XX_Female,6/2/21,Female,XX,0.79,32,Data_04-23-2021_Bassiana_Mux2.exp.7,0.016611265
483,689,22/4/21,467,1.494224804,11000,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.022988074
484,690,22/4/21,467,1.555860874,15030,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.023936321
485,691,22/4/21,467,1.120228248,19250,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.017234281
486,692,22/4/21,467,1.046806296,23450,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.016104712
487,693,22/4/21,467,1.055560898,27650,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.016239398
488,694,22/4/21,467,1.020963476,31850,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.01570713
489,695,22/4/21,467,0.893899707,35960,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.013752303
490,696,22/4/21,467,0.831656888,40160,1,65,XY_Male,6/2/21,Male,XY,0.72,30,Data_04-23-2021_Bassiana.exp.6,0.012794721
491,701,22/4/21,469,2.002471768,10400,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.030807258
492,702,22/4/21,469,1.826615124,14430,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.028101771
493,703,22/4/21,469,1.866534409,18650,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.028715914
494,704,22/4/21,469,1.631762875,22850,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.025104044
495,705,22/4/21,469,1.598968044,27050,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.024599508
496,706,22/4/21,469,1.544310641,31250,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.023758625
497,707,22/4/21,469,1.500317191,35360,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.023081803
498,708,22/4/21,469,1.393858318,39560,1,65,XX_Female,6/2/21,Female,XX,0.954,32,Data_04-23-2021_Bassiana.exp.5,0.021443974
499,713,22/4/21,470,0.96909079,9800,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.014909089
500,714,22/4/21,470,0.934604633,13830,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.014378533
501,715,22/4/21,470,0.970903728,18050,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.01493698
502,716,22/4/21,470,0.845484416,22250,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.013007453
503,717,22/4/21,470,0.77124047,26450,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.011865238
504,718,22/4/21,470,0.712305013,30650,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.010958539
505,719,22/4/21,470,0.710622807,34760,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.010932659
506,720,22/4/21,470,0.696352336,38960,2,65,XX_Male,6/2/21,Male,XX,0.915,36,Data_04-23-2021_Bassiana_Mux2.exp.4,0.010713113
507,725,22/4/21,471,1.345571428,11600,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.020701099
508,726,22/4/21,471,1.213046094,15650,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.018662248
509,727,22/4/21,471,1.108336917,19850,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.017051337
510,728,22/4/21,471,1.067517134,24050,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.016423341
511,729,22/4/21,471,1.005319648,28250,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.015466456
512,730,22/4/21,471,0.981958187,32450,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.015107049
513,731,22/4/21,471,0.920000707,36560,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.014153857
514,732,22/4/21,471,0.906976468,40760,1,65,XY_Male,6/2/21,Male,XY,0.844,31,Data_04-23-2021_Bassiana.exp.7,0.013953484
515,737,22/4/21,477,0.862616584,12200,2,65,XX_Female,2/2/21,Female,XX,0.872,33,Data_04-23-2021_Bassiana_Mux2.exp.8,0.013271024
516,738,22/4/21,477,0.812992154,16250,2,65,XX_Female,2/2/21,Female,XX,0.872,33,Data_04-23-2021_Bassiana_Mux2.exp.8,0.012507572
517,739,22/4/21,477,0.958818316,20450,2,65,XX_Female,2/2/21,Female,XX,0.872,33,Data_04-23-2021_Bassiana_Mux2.exp.8,0.014751051
518,740,22/4/21,477,1.590333097,24650,2,65,XX_Female,2/2/21,Female,XX,0.872,33,Data_04-23-2021_Bassiana_Mux2.exp.8,0.024466663
519,741,22/4/21,477,1.570945124,28850,2,65,XX_Female,2/2/21,Female,XX,0.872,33,Data_04-23-2021_Bassiana_Mux2.exp.8,0.024168387
520,742,22/4/21,477,1.455718549,33050,2,65,XX_Female,2/2/21,Female,XX,0.872,33,Data_04-23-2021_Bassiana_Mux2.exp.8,0.02239567
521,743,22/4/21,477,1.203236704,37160,2,65,XX_Female,2/2/21,Female,XX,0.872,33,Data_04-23-2021_Bassiana_Mux2.exp.8,0.018511334
