"","X","date.dd.mm.yy.","bd_liz_id","MR_O2_min","marker_sample","FMS","time","Geno.pheno","Date.Hatched","Phenotypic.Sex","Genotypic.Sex","mass","svl_mm","match","file","Final_MR_O2_min"
"1139",1437,"30/1/21",223,40.0677605633317,54480,2,65,"ZWf","8/1/21","F","ZW",7.941,52,"Data_01-30-2021_Pogona_Mux2.exp.2","Data_01-30-2021_Pogona_Mux2.exp",0.616427085589718
"1140",1440,"30/1/21",1221,19.1084529446108,8540,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.293976199147858
"1141",1441,"30/1/21",1221,19.4800862850169,12740,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.299693635154106
"1142",1442,"30/1/21",1221,19.1116365019482,16940,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.294025176953049
"1143",1443,"30/1/21",1221,19.3087779092984,21140,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.297058121681514
"1144",1444,"30/1/21",1221,19.4025230212931,25210,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.29850035417374
"1145",1445,"30/1/21",1221,19.3883626267158,29410,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.298282501949474
"1146",1446,"30/1/21",1221,19.7877009716801,33610,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.304426168795078
"1147",1447,"30/1/21",1221,19.7921237557749,37810,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.304494211627306
"1148",1448,"30/1/21",1221,20.4393850820504,41860,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.314452078185391
"1149",1449,"30/1/21",1221,28.2654996434935,46060,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.434853840669131
"1150",1450,"30/1/21",1221,32.4410822894235,50260,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.499093573683438
"1151",1451,"30/1/21",1221,26.2339064365352,54460,1,65,"ZZm","7/1/21","M","ZZ",8.895,51,"Data_01-30-2021_Pogona.exp.2","Data_01-30-2021_Pogona.exp",0.40359856056208
"1152",1454,"30/1/21",1230,7.41638441553224,12140,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.114098221777419
"1153",1455,"30/1/21",1230,7.31895416629997,16340,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.112599294866153
"1154",1456,"30/1/21",1230,7.94103286347758,20540,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.122169736361194
"1155",1457,"30/1/21",1230,7.67433501081444,24610,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.118066692474068
"1156",1458,"30/1/21",1230,7.59472338872676,28810,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.116841898288104
"1157",1459,"30/1/21",1230,7.80071078019076,33010,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.120010935079858
"1158",1460,"30/1/21",1230,7.88081086976967,37210,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.121243244150303
"1159",1461,"30/1/21",1230,8.70762862286802,41260,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.133963517274893
"1160",1462,"30/1/21",1230,8.70909476411853,45460,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.133986073294131
"1161",1463,"30/1/21",1230,9.0517695439251,49660,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.139257992983463
"1162",1464,"30/1/21",1230,10.6353510304968,53860,1,65,"ZWf","8/1/21","F","ZW",5.555,47,"Data_01-30-2021_Pogona.exp.8","Data_01-30-2021_Pogona.exp",0.163620785084566
"1163",1467,"30/1/21",2001,9.68617542398718,9740,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.149018083445957
"1164",1468,"30/1/21",2001,10.195410281209,13940,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.156852465864754
"1165",1469,"30/1/21",2001,10.2399268100414,18140,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.157537335539098
"1166",1470,"30/1/21",2001,11.8451418063047,22210,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.182232950866226
"1167",1471,"30/1/21",2001,10.2169171010787,26410,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.157183340016595
"1168",1472,"30/1/21",2001,10.4908397978763,30610,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.161397535351943
"1169",1473,"30/1/21",2001,10.7265957685668,34810,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.165024550285643
"1170",1474,"30/1/21",2001,11.7104375823673,39010,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.180160578190266
"1171",1475,"30/1/21",2001,11.0786051884155,43060,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.170440079821777
"1172",1476,"30/1/21",2001,11.6484341825513,47260,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.179206679731558
"1173",1477,"30/1/21",2001,12.491669755388,51460,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.192179534698277
"1174",1478,"30/1/21",2001,12.7455815082663,55660,1,65,"ZZf","6/1/21","M","ZZ",6.17,48,"Data_01-30-2021_Pogona.exp.4","Data_01-30-2021_Pogona.exp",0.196085869357943
"1175",1481,"30/1/21",2003,9.96543636062085,10965,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.153314405548013
"1176",1482,"30/1/21",2003,9.4880033253828,15165,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.145969281928966
"1177",1483,"30/1/21",2003,9.93987066994438,19230,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.152921087229914
"1178",1484,"30/1/21",2003,9.99675746176732,23430,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.153796268642574
"1179",1485,"30/1/21",2003,10.2081305568514,27630,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.157048162413098
"1180",1486,"30/1/21",2003,11.0351274727476,31830,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.169771191888425
"1181",1487,"30/1/21",2003,11.3612343364123,36030,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.174788220560189
"1182",1488,"30/1/21",2003,11.7522096122928,40080,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.180803224804505
"1183",1489,"30/1/21",2003,12.3482264485574,44280,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.189972714593191
"1184",1490,"30/1/21",2003,12.7111775337651,48480,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.19555657744254
"1185",1491,"30/1/21",2003,13.708125719835,52680,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.210894241843615
"1186",1492,"30/1/21",2003,13.1780332183358,56880,2,65,"ZZm","1/18/2021","F","ZZ",8.053,49,"Data_01-30-2021_Pogona_Mux2.exp.6","Data_01-30-2021_Pogona_Mux2.exp",0.202738972589782
"1187",1495,"30/1/21",2015,8.77958343945847,9165,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.135070514453207
"1188",1496,"30/1/21",2015,8.30659693137448,13365,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.127793798944223
"1189",1497,"30/1/21",2015,8.76231922565221,17430,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.13480491116388
"1190",1498,"30/1/21",2015,8.57838487735982,21630,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.131975151959382
"1191",1499,"30/1/21",2015,8.77028539650947,25830,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.134927467638607
"1192",1500,"30/1/21",2015,8.98320975041639,30030,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.138203226929483
"1193",1501,"30/1/21",2015,9.04426353576493,34230,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.139142515934845
"1194",1502,"30/1/21",2015,9.25753691874077,38280,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.142423644903704
"1195",1503,"30/1/21",2015,10.0882193513721,42480,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.155203374636494
"1196",1504,"30/1/21",2015,10.5758570388417,46680,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.162705492905257
"1197",1505,"30/1/21",2015,10.9479694409455,50880,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.168430299091469
"1198",1506,"30/1/21",2015,11.0869499241477,55080,2,65,"ZZm","1/18/2021","M","ZZ",5.441,45,"Data_01-30-2021_Pogona_Mux2.exp.3","Data_01-30-2021_Pogona_Mux2.exp",0.170568460371503
"1199",1509,"30/1/21",2353,12.6511720947501,10365,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.194633416842309
"1200",1510,"30/1/21",2353,10.0743468905301,14565,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.154989952162002
"1201",1511,"30/1/21",2353,10.4829303993211,18630,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.161275852297248
"1202",1512,"30/1/21",2353,10.6919289104863,22830,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.164491214007482
"1203",1513,"30/1/21",2353,10.5149740303482,27030,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.161768831236126
"1204",1514,"30/1/21",2353,11.5549407528537,31230,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.177768319274672
"1205",1515,"30/1/21",2353,10.4252957422039,35430,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.160389165264675
"1206",1516,"30/1/21",2353,10.5518761809132,39480,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.162336556629434
"1207",1517,"30/1/21",2353,10.8392214574636,43680,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.166757253191748
"1208",1518,"30/1/21",2353,12.3509837023225,47880,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.190015133881885
"1209",1519,"30/1/21",2353,13.7536878196008,52080,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.211595197224628
"1210",1520,"30/1/21",2353,14.2756641550392,56280,2,65,"ZZm","12/31/2020","M","ZZ",7.009,49,"Data_01-30-2021_Pogona_Mux2.exp.5","Data_01-30-2021_Pogona_Mux2.exp",0.219625602385218
"1211",1523,"30/1/21",3210,5.75037743138273,10940,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.0884673450981958
"1212",1524,"30/1/21",3210,5.50043904858353,15140,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.0846221392089774
"1213",1525,"30/1/21",3210,5.96322394016425,19340,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.0917419067717577
"1214",1526,"30/1/21",3210,5.71195476135429,23410,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.0878762270977583
"1215",1527,"30/1/21",3210,5.95598427187614,27610,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.0916305272596329
"1216",1528,"30/1/21",3210,6.40973282830517,31810,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.098611274281618
"1217",1529,"30/1/21",3210,6.3745567719266,36010,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.0980701041834862
"1218",1530,"30/1/21",3210,7.05984614346494,40060,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.108613017591768
"1219",1531,"30/1/21",3210,7.23459140016871,44260,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.111301406156442
"1220",1532,"30/1/21",3210,6.96639118085133,48460,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.107175248936174
"1221",1533,"30/1/21",3210,7.67136904522432,52660,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.11802106223422
"1222",1534,"30/1/21",3210,7.76821553975734,56860,1,65,"ZZf","1/25/2021","F","ZZ",4.636,41,"Data_01-30-2021_Pogona.exp.6","Data_01-30-2021_Pogona.exp",0.119511008303959
"1223",1537,"30/1/21",4013,12.2191666178524,9765,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.187987178736191
"1224",1538,"30/1/21",4013,11.9176743892773,13965,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.183348836758112
"1225",1539,"30/1/21",4013,12.4151989072717,18100,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.191003060111872
"1226",1540,"30/1/21",4013,12.2966925604831,22230,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.189179885545894
"1227",1541,"30/1/21",4013,12.3080646603663,26430,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.189354840928712
"1228",1542,"30/1/21",4013,12.7281879235758,30630,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.19581827574732
"1229",1543,"30/1/21",4013,12.5129510605371,34830,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.192506939392878
"1230",1544,"30/1/21",4013,12.424045930363,38880,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.191139168159431
"1231",1545,"30/1/21",4013,12.4939814219492,43080,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.192215098799218
"1232",1546,"30/1/21",4013,12.7012607108774,47280,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.195404010936575
"1233",1547,"30/1/21",4013,13.1028436710392,51480,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.20158221032368
"1234",1548,"30/1/21",4013,13.1674301484728,55680,2,65,"ZZm","4/1/21","M","ZZ",7.208,48,"Data_01-30-2021_Pogona_Mux2.exp.4","Data_01-30-2021_Pogona_Mux2.exp",0.202575848438043
"1235",1551,"30/1/21",4230,10.2185202622238,9140,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.157208004034212
"1236",1553,"30/1/21",4230,10.3267832117752,17540,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.158873587873465
"1237",1554,"30/1/21",4230,9.88893000154218,21610,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.15213738463911
"1238",1555,"30/1/21",4230,10.5301050698542,25810,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.162001616459295
"1239",1556,"30/1/21",4230,10.5776059390593,30010,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.162732399062451
"1240",1557,"30/1/21",4230,10.7723425064485,34210,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.165728346253054
"1241",1558,"30/1/21",4230,10.7789288354375,38410,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.165829674391346
"1242",1559,"30/1/21",4230,11.1763351659863,42460,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.171943617938251
"1243",1560,"30/1/21",4230,11.2989361498912,46660,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.173829786921403
"1244",1561,"30/1/21",4230,12.204211736223,50860,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.1877571036342
"1245",1562,"30/1/21",4230,12.034056743646,55060,1,65,"ZZm","6/1/21","M","ZZ",6.969,50,"Data_01-30-2021_Pogona.exp.3","Data_01-30-2021_Pogona.exp",0.185139334517631
"1246",1565,"30/1/21",4315,7.13170002178881,10340,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.109718461873674
"1247",1566,"30/1/21",4315,6.80043458244408,14540,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.10462207049914
"1248",1567,"30/1/21",4315,7.74144223327802,18740,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.1190991112812
"1249",1568,"30/1/21",4315,6.85122577783814,22810,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.105403473505202
"1250",1569,"30/1/21",4315,7.96998949282094,27010,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.122615222966476
"1251",1570,"30/1/21",4315,7.13153798625966,31210,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.109715969019379
"1252",1571,"30/1/21",4315,7.6111379358673,35410,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.117094429782574
"1253",1572,"30/1/21",4315,8.33159292601908,39460,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.128178352707986
"1254",1573,"30/1/21",4315,7.79049992520638,43660,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.119853845003175
"1255",1574,"30/1/21",4315,7.64310498650734,47860,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.117586230561651
"1256",1575,"30/1/21",4315,8.49278647329475,52060,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.130658253435304
"1257",1576,"30/1/21",4315,7.82762584927131,56260,1,65,"ZZf","4/1/21","F","ZZ",5.219,44,"Data_01-30-2021_Pogona.exp.5","Data_01-30-2021_Pogona.exp",0.120425013065712
"1258",1579,"30/1/21",5452,10.0242278173617,11565,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.154218889497872
"1259",1580,"30/1/21",5452,8.68263902325596,15765,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.133579061896246
"1260",1581,"30/1/21",5452,10.5466175688658,19830,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.162255654905628
"1261",1582,"30/1/21",5452,9.11194265259884,24030,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.140183733116905
"1262",1583,"30/1/21",5452,9.67519848439051,28230,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.148849207452162
"1263",1584,"30/1/21",5452,9.98583793439564,32430,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.153628275913779
"1264",1586,"30/1/21",5452,9.6402454059082,40680,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.148311467783203
"1265",1587,"30/1/21",5452,10.40535763081,44880,2,65,"ZZf","1/13/2021","F","ZZ",7.273,50,"Data_01-30-2021_Pogona_Mux2.exp.7","Data_01-30-2021_Pogona_Mux2.exp",0.160082425089385
